violet,blue,green,yellow,orange,red,label
112.99,148.6,412.63,371.2,290.37,141.05,atelier
146.99,186.04,535.67,485.98,368.74,175.45,atelier
187.79,342.03,977.6,898.48,451.06,215.9,atelier
233.71,757.33,2626.04,2120.63,565.76,301.71,atelier
362.34,1344.6,4927.44,3678.17,1084.78,477.74,atelier
828.71,2009.74,7261.99,5304.65,2819.1,910.67,atelier
1605.83,2508.66,8475.59,6174.39,5026.59,1495.5,atelier
2305.35,2608,7901.3,5751.19,6522.93,1962.75,atelier
2555.22,1632,4444.65,3312.6,5989.47,2036.97,atelier
1898.61,976.5,2692.32,2057.8,3505.23,1355.99,atelier
1179.3,644.75,1790.66,1415.9,2199.12,877.99,atelier
792.65,475.37,1328.33,1087.95,1521.56,627.5,atelier
591.83,387.19,1099.17,921.47,1184.28,497.25,atelier
495.41,341.59,1011.08,850.74,1052.64,440.62,atelier
462.71,319.8,983.54,817.87,1011.82,418.31,atelier
462.35,309.4,982.77,807.43,1012.84,417.66,atelier
486.82,308.7,985.79,808.99,1125.15,482.39,atelier
684.54,310.03,1007.71,835.99,1859.74,796.65,atelier
1211.68,383.43,1413.24,1170.39,3484.76,1335.59,atelier
1962.21,656.78,2938.72,2239.15,5612.29,1916.23,atelier
2679.49,1193.11,5223.75,3853.64,7265.76,2414.4,atelier
3008.14,1889.99,7036.57,5262.07,5952.88,2480.76,atelier
1992.57,2348.69,7142.71,5601.57,3600.94,1633.38,atelier
1297.29,2426.03,4657.86,4365.28,2362.97,1112.69,atelier
918.64,1948.51,3038.93,3073.14,1660.98,836.35,atelier
721.82,1976.66,2876.46,3254.13,1300.99,729.67,atelier
639.91,2300.1,3414.22,4000.91,1102,790.81,atelier
758.12,2841.09,5028,5480.32,1722.4,1208.32,atelier
1470.01,3262.78,6381.3,6362.79,3715.46,1781.69,atelier
2162.11,3110.89,4954.65,4670.9,4861.81,2140.92,atelier
2255.5,1736.94,2855.32,2681.45,3377.41,1841.46,atelier
1349.75,1007.97,1805.66,1682.22,2075.7,1105.23,atelier
852.87,642.49,1265.83,1172.61,1384.85,716.12,atelier
574.44,447.24,952.92,874.31,979.43,487.06,atelier
416.22,333.62,765.96,692.65,755.71,360.03,atelier
335.61,276.31,676.98,616.33,658.36,309.51,atelier
315.8,271.16,680.18,620.09,649.18,313.06,atelier
322.02,293.54,690.26,641.48,652.26,482.86,atelier
411.72,755.19,726.24,1258.74,661.73,1080.27,atelier
1052.85,1221.17,2061.21,2394.86,1995.06,1461.94,atelier
1641.86,1128.58,3181.19,2599.18,3761.65,1186.47,atelier
1654.58,690.29,2458.6,1666.09,3980.69,756.74,atelier
1021.29,463.65,1678.8,1152.54,2466.84,525.37,atelier
665.14,340.82,1251.9,866.27,1623.92,397.18,atelier
461.07,268.91,992.95,693.64,1139.46,320.09,atelier
353.04,230.46,879.47,615.82,909.73,287.05,atelier
316.02,219.73,882.43,616.54,885.37,287.44,atelier
319.62,221.66,899.48,628.28,962.83,291.4,atelier
400.35,226.49,1798.44,821.55,2703.95,320.26,atelier
1068.72,289.14,3155.69,1873.5,4389.05,701.83,atelier
1758.35,745.53,3547.22,2960.35,4155.53,1340.15,atelier
1920.91,1344.77,2191.61,3275.11,2405.26,1804.73,atelier
1425.96,1770.5,1501.81,2645.56,1542.13,1999.06,atelier
950.48,1994.75,1184.4,2000.28,1130.57,2091.45,atelier
711.74,2162.07,1049.2,1681.14,939.78,2117.21,atelier
606.37,2400.46,980.6,1876.13,841.39,2258.49,atelier
670.53,2843.42,1303.94,2833.01,843.65,2648.84,atelier
1152.28,3242.38,2913.05,4144.51,1621.29,3048.05,atelier
1815.65,3303.94,4657.84,4965.26,3305.66,3240.45,atelier
2342.59,2052.47,5502.36,4298.63,4992.19,2515.72,atelier
2219.79,1188.23,3341.18,2587.82,5027.07,1478.86,atelier
1375.4,755.12,2186.59,1714.41,3100.54,952.43,atelier
920.7,534.06,1567.29,1258.7,2051.77,675.22,atelier
665.35,417.53,1218.15,1008.35,1467.38,522.61,atelier
526.67,357.26,1048.07,883.68,1174.69,449.8,atelier
477.34,331.13,986.04,828.34,1069.35,428.9,atelier
478.8,318.57,973.52,806.67,1081.61,449.41,atelier
563.02,311.78,966.26,793.33,1353.75,623.37,atelier
801.02,318.4,947.13,813.9,1839.38,971.43,atelier
1263.32,451.36,1147.02,1233.01,3014.64,1387.39,atelier
1872.39,672.73,1993.11,1961.91,4803.37,1580.75,atelier
2252.65,740.66,2869.1,2325.12,6279.74,1441.88,atelier
2372.68,509.83,3231.49,2346.91,7104.86,1027.94,atelier
2413.71,345.91,2859.75,1830.45,7435.88,918.97,atelier
2432.04,262.96,1801.87,1259.23,6093.44,929.47,atelier
1939.02,217.98,1178.44,871.61,3535.22,874.74,atelier
1274.51,200.99,847.72,674.31,2048.11,799.87,atelier
789.76,198.99,679.86,575.65,1288.55,729.93,atelier
530.88,200,587.43,531.33,869.28,746.24,atelier
385.94,202,524.71,496.66,659.14,776.42,atelier
342.97,204.9,524.94,499,614.07,604.71,atelier
322.48,209.11,530.85,503.7,596.53,462.85,atelier
297.24,211.5,526.92,496.35,552.77,367.43,atelier
273.12,212.35,526.46,491.67,520.38,313.21,atelier
254.06,212.17,515.23,476.84,487.19,274.61,atelier
239.03,207.59,502.62,461.42,464.6,254.3,atelier
223.02,199.29,476.81,432.71,437.8,238.65,atelier
205.51,193.65,436.9,391.85,401.9,222.33,atelier
181.25,187.32,386.95,343.43,355.95,195.16,atelier
154.13,166.66,340.48,302.21,309.47,168.08,atelier
137.06,151.83,330.74,293.11,295.74,160.04,atelier
138.76,155.95,342.66,304.1,304.16,165.64,atelier
148.38,171.35,379.8,341.99,328.45,185.87,atelier
172.14,203.92,454.12,417.59,374.2,222.79,atelier
213.83,256.33,569.91,528.13,443.48,274.41,atelier
265.55,452.69,700.22,792.02,527.43,425.67,atelier
449.09,1278.72,1998.59,2579.91,897.49,1204.7,atelier
1387.38,1867.95,4777.63,4151.02,3182.94,1777.73,atelier
2102.44,1545.98,5747.17,3813.01,5183.05,1508.86,atelier
1742.22,998.49,3723.59,2529.01,4713.02,1034.43,atelier
1152.11,697.74,2534.79,1771,2987.51,754.72,atelier
178.93,175.93,603.8,463.93,490.88,199.9,atelier
209.33,213.33,923.82,681.44,567.29,227.31,atelier
245.8,462.6,2843.44,1886.59,736.16,274.08,atelier
431.22,1100.14,5513.8,3756.73,1917.64,599.47,atelier
1235.8,1757.33,7052.92,4824.76,4404.08,1263.53,atelier
1894.32,1778.39,4438.96,3181.88,5105.67,1556.07,atelier
1594.16,1042.7,2714.48,1984.94,3127.84,1095.54,atelier
1056.08,673.35,1841.24,1383.47,2083.42,837.77,atelier
1077.07,491.67,1418.62,1123.24,2332.18,1063.99,atelier
1547.36,584.81,1760.86,1532.11,3871.36,1618.49,atelier
2320.43,1022.63,3312.87,2825.3,6133.52,2123.84,atelier
2979.29,1679.06,5735.38,4550.17,8072.57,2397.16,atelier
3341.76,2301.16,8230.85,6171.85,9235.71,2449.74,atelier
3430.78,2783.04,10493.06,7551.97,9800.74,2219.87,atelier
3497.1,3242.54,12523.15,8867.17,10329.17,2264.88,atelier
3600.09,3726.38,14298.64,10079.65,10597.75,2372.3,atelier
3685.58,4204.45,15754.47,11131.89,9840.87,2493.07,atelier
3694.92,4648,16828.63,12031,8066.94,2639.16,atelier
3705.03,5060.4,17625.86,12823,6633.47,2822.34,atelier
3782.43,5441.26,18617.08,13642.6,6892.72,3126.31,atelier
4166.99,5700.83,19561.07,14204.14,8302.55,3564.38,atelier
4708.49,5425.92,19705.26,13383.57,10064.89,3946.04,atelier
5147.64,4070.46,15568.63,9844.29,11392.61,4169.34,atelier
5373.27,2634.73,10628.81,6470.64,12070.84,4220.8,atelier
